distortion,level,level_numeric,snr_db_mean,name,ods_threshold,ods_f_score,snr_db
haze,3.0,3.0,-4.564046168308607,P1522,138,0.0941825887577551,-7.027910854028823
haze,3.0,3.0,-4.564046168308607,P1676,153,0.0105701528633243,-1.5124002810591255
haze,3.0,3.0,-4.564046168308607,P1693,175,1.0,-5.478578914823531
haze,3.0,3.0,-4.564046168308607,P1960,79,0.2774440699410881,-6.61095670316427
haze,3.0,3.0,-4.564046168308607,P2002,20,0.1791798137688506,-2.836374626600188
haze,3.0,3.0,-4.564046168308607,P2045,27,0.2081469353476038,-9.808527291807252
haze,3.0,3.0,-4.564046168308607,P2210,42,0.1206111793260035,0.2009017290919646
haze,3.0,3.0,-4.564046168308607,P2257,131,0.1341750356606106,-7.981104136230549
haze,3.0,3.0,-4.564046168308607,P2278,20,0.0143862082931352,-1.859477925139611
haze,3.0,3.0,-4.564046168308607,P2332,138,0.0977610183639899,-1.725239767634717
haze,3.0,3.0,-4.564046168308607,P2352,71,0.0092233950205197,-3.732413907995245
haze,3.0,3.0,-4.564046168308607,P2456,146,0.0119136496987413,-4.710043851043785
haze,3.0,3.0,-4.564046168308607,P2528,123,0.0334371991317973,-5.419063470719349
haze,3.0,3.0,-4.564046168308607,P2591,160,0.1044654524570166,-4.736694985989264
haze,3.0,3.0,-4.564046168308607,P2613,138,0.1698539986021106,-10.050942226844713
haze,3.0,3.0,-4.564046168308607,P2724,79,0.0287921585442503,-2.7860666967465297
haze,3.0,3.0,-4.564046168308607,P2754,20,0.0018445369915022,-0.6158405412213037
jpeg,1,1.0,14.156771236721948,P0063,205,0.1857148983298951,12.880987987334985
jpeg,1,1.0,14.156771236721948,P0081,34,0.0693649664934978,14.045896539021728
jpeg,1,1.0,14.156771236721948,P0198,108,0.3016654456623628,13.78651676991829
jpeg,1,1.0,14.156771236721948,P0308,20,0.1108124792777244,14.365189247537948
jpeg,1,1.0,14.156771236721948,P0336,79,0.0888952011411466,12.941758233226404
jpeg,1,1.0,14.156771236721948,P0345,131,0.0539423998313906,13.41815877502608
jpeg,1,1.0,14.156771236721948,P0363,57,0.1775979077490869,13.66072662833712
jpeg,1,1.0,14.156771236721948,P0368,20,0.1488589380498144,14.039362094042158
jpeg,1,1.0,14.156771236721948,P0377,101,0.0952646968880416,12.71685696798297
jpeg,1,1.0,14.156771236721948,P0452,20,0.0582359023071448,12.760745540251593
jpeg,1,1.0,14.156771236721948,P0517,183,0.1562343488462352,11.497973429717074
