name,distortion,level,level_numeric,snr_db_distorted,snr_db_restored,snr_gain_db,clean_path,distorted_path,restored_path
P0081,haze,2.0,2.0,-5.929344072158042,12.084139718362795,18.013483790520837,data/clean/test/images/P0081.png,data/distorted/haze/2.0/test/images/P0081.png,data/restored/haze/2.0/test/images/P0081.png
P0198,haze,2.0,2.0,-3.696297975689572,9.412784502784143,13.109082478473717,data/clean/test/images/P0198.png,data/distorted/haze/2.0/test/images/P0198.png,data/restored/haze/2.0/test/images/P0198.png
P0308,haze,2.0,2.0,-5.65184546876044,8.86133659849586,14.5131820672563,data/clean/test/images/P0308.png,data/distorted/haze/2.0/test/images/P0308.png,data/restored/haze/2.0/test/images/P0308.png
P0336,haze,2.0,2.0,-8.415716496313214,3.4986791655420517,11.914395661855266,data/clean/test/images/P0336.png,data/distorted/haze/2.0/test/images/P0336.png,data/restored/haze/2.0/test/images/P0336.png
P0345,haze,2.0,2.0,-6.232099885397023,7.582286759253356,13.81438664465038,data/clean/test/images/P0345.png,data/distorted/haze/2.0/test/images/P0345.png,data/restored/haze/2.0/test/images/P0345.png
P0363,haze,2.0,2.0,-6.062311073805176,9.9588072082627,16.021118282067874,data/clean/test/images/P0363.png,data/distorted/haze/2.0/test/images/P0363.png,data/restored/haze/2.0/test/images/P0363.png
P0368,haze,2.0,2.0,-5.564358452434712,12.02021726901781,17.584575721452524,data/clean/test/images/P0368.png,data/distorted/haze/2.0/test/images/P0368.png,data/restored/haze/2.0/test/images/P0368.png
P0377,haze,2.0,2.0,-7.188952052611648,9.013007501423498,16.201959554035145,data/clean/test/images/P0377.png,data/distorted/haze/2.0/test/images/P0377.png,data/restored/haze/2.0/test/images/P0377.png
P0452,haze,2.0,2.0,-4.038984360388187,9.890953822708592,13.92993818309678,data/clean/test/images/P0452.png,data/distorted/haze/2.0/test/images/P0452.png,data/restored/haze/2.0/test/images/P0452.png
P0517,haze,2.0,2.0,-5.364663798490481,6.570795413477563,11.935459211968045,data/clean/test/images/P0517.png,data/distorted/haze/2.0/test/images/P0517.png,data/restored/haze/2.0/test/images/P0517.png
P0565,haze,2.0,2.0,-8.754796241711318,4.207959698785894,12.962755940497212,data/clean/test/images/P0565.png,data/distorted/haze/2.0/test/images/P0565.png,data/restored/haze/2.0/test/images/P0565.png
P0649,haze,2.0,2.0,-7.946725574811411,3.2143268828151763,11.161052457626587,data/clean/test/images/P0649.png,data/distorted/haze/2.0/test/images/P0649.png,data/restored/haze/2.0/test/images/P0649.png
P0699,haze,2.0,2.0,-6.02498639051031,15.421128634074924,21.446115024585232,data/clean/test/images/P0699.png,data/distorted/haze/2.0/test/images/P0699.png,data/restored/haze/2.0/test/images/P0699.png
P0806,haze,2.0,2.0,-1.4535407628758192,13.936796172967814,15.390336935843633,data/clean/test/images/P0806.png,data/distorted/haze/2.0/test/images/P0806.png,data/restored/haze/2.0/test/images/P0806.png
